product_id,gender,category,article_type,base_colour,occasion,available_sizes,pattern,sleeve_type,neck_type,material,style,description,price,image_path
P520,Women,Ethnic,Salwar Suit,Navy Blue,Party,"S, M, L, XL, XXL",Embroidered,Three-Quarter Sleeves,Round Neck,Velvet,Traditional,"Navy blue velvet kurta with intricate gold embroidery on the yoke, paired with matching navy palazzo pants and a maroon dupatta.",1260,Images/P520.jpg
P521,Women,Ethnic,Salwar Suit,White,Casual,"S, M, L, XL, XXL",Block Print,Three-Quarter Sleeves,Mandarin Collar,Cotton,Traditional,"White cotton kurta with small block prints, paired with white palazzo pants and a vibrant pink-orange silk dupatta.",770,Images/P521.jpg
P522,Women,Western,Jacket,Pink,Casual,"XS, S, M, L, XL/XXXXL",Color Block,Full Sleeves,Hooded,Polyester,Casual,"Pink and grey color block puffer jacket with hood, full zip front, quilted panels.",3450,Images/P522.jpg
P524,Women,Western,Dress,Maroon,Party,"XS, S, M, L, XL",Shimmer,Full Sleeves,Round Neck,Georgette,Contemporary,"Maroon shimmer dress with matching open-front waterfall drape jacket, all-over sparkle texture.",3300,Images/P524.jpg
P525,Women,Ethnic Wear,Lehenga Skirt,Coral Pink,Party and Wedding,"S, M, L, XL",Floral Block Print,N/A,N/A,Cotton,Traditional,"Coral pink cotton lehenga skirt with all-over floral block print, drawstring waist with tassel detail, flared silhouette.",900,Images/P525.jpg
P526,Women,Ethnic Wear,Kurta Set,Pink,Party and Wedding,"S, M, L, XL/XXXXL",Striped,Three-Quarter,Round Neck,Cotton,Traditional,"Pink cotton kurta set with multicolor vertical stripes, paired with matching palazzo pants and striped dupatta with tassel edges.",4120,Images/P526.jpg
P527,Women,Western Wear,Crop Top,Navy Blue,Casual,"XS, S, M, L, XL",Solid,Short Sleeve,Round Neck,Cotton Blend,Casual,"Navy blue solid crop top with crew neckline, short sleeves, relaxed fit.",1940,Images/P527.jpg
P528,Women,Ethnic Wear,Lehenga Choli Set,Red,Party and Wedding,"S, M, L, XL",Traditional Print,Short Sleeve,Keyhole Neck,Art Silk,Traditional,"Red art silk lehenga choli set with gold foil motifs, elaborate lehenga skirt with traditional elephant and arch prints, includes matching dupatta.",3760,Images/P528.jpg
P529,Women,Western Wear,Tunic Top,Sage Green,Casual,"S, M, L, XL",Floral,Three-Quarter,Mandarin Collar,Cotton,Bohemian,"Sage green cotton tunic top with red and navy floral print, mandarin collar with button placket, gathered yoke, elasticated cuffs.",1220,Images/P529.jpg
P530,Women,Clothing,Jacket,Pink,Casual,"S, M, L, XL/XXL",Quilted,Full Sleeves,Stand Collar,Polyester,Puffer Jacket,"Lightweight pink quilted puffer jacket with stand collar, front zip closure, chevron quilting pattern.",860,Images/P530.jpg
P531,Women,Clothing,Kurta,Blue,Party and Wedding,"XS, S, M, L, XL, XXL",Floral,Three-Quarter Sleeves,Mandarin Collar,Cotton,Ethnic,"Navy blue cotton kurta with orange and peach floral paisley print, button-front closure, mandarin collar. Paired with white asymmetrical hem palazzo pants.",1780,Images/P531.jpg
P532,Women,Clothing,Kurta Set,White,Party and Wedding,"XS, S, M, L, XL, XXL",Embroidered,Three-Quarter Sleeves,Mandarin Collar,Cotton,Traditional,"White cotton kurta with subtle check pattern and delicate embroidery, button-front with mandarin collar. Golden churidar and orange zari-bordered dupatta with tassels.",810,Images/P532.jpg
P533,Women,Clothing,Jumpsuit,Navy Blue,Party,"XS, S, M, L, XL",Solid,Sleeveless,One Shoulder,Crepe,Western,Navy blue one-shoulder jumpsuit with shimmery metallic draped top and wide-leg pants. Elegant party wear with cinched waist.,1640,Images/P533.jpg
P534,Women,Clothing,Kurta Set,Sky Blue,Party and Wedding,"XS, S, M, L, XL, XXL",Floral,Three-Quarter Sleeves,Round Neck,Georgette,Ethnic,Sky blue georgette kurta set with pink and green floral embroidery on yoke and sleeves. Matching embroidered dupatta and pants with scalloped edges.,960,Images/P534.jpg
P535,Women,Ethnic Wear,Blouse,Navy Blue,Party,"S, M, L, XL/XXXL",Embroidered,Puff Sleeve,Square Neck,Silk Blend,Contemporary Ethnic,"Navy blue crop blouse with gold and red floral thread embroidery in geometric lattice pattern. Dramatic voluminous puff sleeves, square neckline.",940,Images/P535.jpg
P536,Women,Ethnic Wear,Lehenga Choli,Beige,Party and Wedding,"S, M, L, XL, XXL",Floral Embroidered,Sleeveless,Round Neck,Net and Silk,Traditional,"Beige lehenga choli set with sleeveless embroidered crop top, full flared lehenga skirt with floral applique and embroidery, matching net dupatta with scalloped embroidered border.",2600,Images/P536.jpg
P538,Women,Ethnic Wear,Kurta Set,Olive Green,Party and Wedding,"S, M, L, XL, XXL",Floral Printed,Three-Quarter Sleeve,Keyhole Neck,Cotton,Indo-Western,"Olive green cotton kurta with all-over floral print, maroon contrast keyhole neckline, paired with maroon palazzo pants and maroon woven dupatta with gold zari border.",6310,Images/P538.jpg
P539,Women,Western Wear,Jeans,Grey,Casual,"S, M, L, XL, XXL",Solid,NA,NA,Denim,Casual,"Grey washed skinny-fit jeans with classic five-pocket design, button and zip fly, subtle fade through thighs, regular waist, slim tapered leg.",860,Images/P539.jpg
P540,Women,Western Wear,Skirt,Green,Casual,"XS, S, M, L, XL",Polka Dot,Sleeveless,Spaghetti Strap,Cotton Blend,A-Line Mini Skirt,"Dark green A-line mini skirt with white polka dot print, elasticated high waist, flared hem. Paired with white bustier top for retro-inspired look.",3100,Images/P540.jpg
P541,Women,Ethnic Wear,Kurta Set,Red,Party and Wedding,"S, M, L, XL, XXL",Self Design,Three-Quarter Sleeves,Round Neck,Cotton,Straight Kurta with Dupatta,"Coral red cotton kurta set with intricate self-design chikankari embroidery, matching trousers with striped hem, embroidered cream organza dupatta with floral motifs.",1400,Images/P541.jpg
P542,Women,Ethnic Wear,Kurta Set,Yellow,Party and Wedding,"S, M, L, XL, XXL",Striped,Three-Quarter Sleeves,Mandarin Collar,Cotton,Straight Kurta with Dupatta,"Mustard yellow cotton kurta with subtle horizontal stripe texture, mandarin collar button placket, matching churidar leggings and off-white textured dupatta with golden zari border.",940,Images/P542.jpg
P544,Women,Western Wear,Poncho,Black,Casual,"S, M, L, XL",Chevron,Poncho Sleeve,V-Neck,Polyester Blend,Open Front Poncho,"Black and white chevron zigzag pattern knitted poncho with open front design, loose relaxed fit, fringe detailing along hem.",920,Images/P544.jpg
P545,Women,Western Wear,Cardigan,Grey,Casual,"S, M, L, XL/XXL",Cable Knit,Full Sleeve,V-Neck,Acrylic Blend,Casual,"Grey cable-knit button-front cardigan with V-neck and long sleeves, classic textured knit pattern.",3050,Images/P545.jpg
P546,Women,Western Wear,Co-ord Set,Multicolour,Party,"XS, S, M, L, XL",Floral Print,Sleeveless,Spaghetti Strap,Polyester,Trendy,"Floral print crop top with matching flared skirt co-ord set, vibrant multicoloured flowers on black base.",4870,Images/P546.jpg
P547,Women,Ethnic Wear,Saree,Pink,Party and Wedding,Free Size,Floral Print,Sleeveless,N/A,Georgette,Traditional,"Pink georgette saree with floral print and sequin embellishments, paired with matching blouse.",2500,Images/P547.jpg
P548,Women,Western Wear,Skirt,Black,Party,"XS, S, M, L",Solid,N/A,N/A,Polyester,Modern,"Black metallic pleated midi skirt with elastic waistband, perfect for party and evening wear.",3260,Images/P548.jpg
P549,Women,Western Wear,T-Shirt,Red,Casual,"XS, S, M, L, XL",Solid,Short Sleeve,Crew Neck,Cotton Blend,Casual,"Red crew-neck cropped t-shirt with short sleeves, versatile casual wardrobe essential.",4350,Images/P549.jpg
P550,Women,Ethnic Wear,Lehenga Choli Set,Black,Party and Wedding,"XS, S, M, L, XL/XXL",Sequin Embroidered,Short Sleeve,V-Neck,"Velvet, Net",Traditional Indian,"Black velvet blouse with gold sequin embroidery, matching black and gold sequin embroidered lehenga skirt and black net dupatta with gold border.",2080,Images/P550.jpg
P551,Women,Western Wear,Skirt,Light Blue,Formal,"XS, S, M, L, XL/XXXXL",Solid,N/A,N/A,Cotton Blend,Modern Wrap,"Light blue wrap midi skirt with front slit and self-tie bow waistband, flattering wrap design.",890,Images/P551.jpg
P552,Women,Ethnic Wear,Saree,Teal,Party and Wedding,Free Size,Abstract Print,N/A,N/A,Chiffon,Contemporary Printed,"Teal saree with abstract floral print in yellow and black, lightweight flowy drape.",1380,Images/P552.jpg
P553,Women,Casual Wear,Jogger Pants,Black,Casual,"XS, S, M, L, XL",Solid,N/A,N/A,Cotton,Relaxed Fit,Black jogger pants with elasticated waistband and drawstring closure.,1400,Images/P553.jpg
P554,Women,Western Wear,Jeans,Blue,Casual,"XS, S, M, L, XL",Solid,N/A,N/A,Denim Cotton,Relaxed Boyfriend Fit,"Blue denim jeans with relaxed boyfriend fit, faded wash effect.",1790,Images/P554.jpg
P555,Women,Western Wear,Crop Top,Black,Casual,"XS, S, M, L, XL/XXXXL",Leopard Print,Spaghetti Strap,Square Neck,Polyester Blend,Trendy,"Black crop top with beige leopard print pattern and thin spaghetti straps, sweetheart neckline, fitted silhouette.",1050,Images/P555.jpg
P556,Women,Ethnic Wear,Kurta,Black,Party and Wedding,"S, M, L, XL, XXL",Striped,Three-Quarter Sleeve,Split Neck,Cotton Blend,Traditional,"Black straight kurta with golden vertical stripe and cross pattern print, three-quarter sleeves, front tassel detail.",1080,Images/P556.jpg
P557,Women,Western Wear,Cardigan,Black,Casual,"XS, S, M, L, XL/XXXXL",Solid,Sleeveless,V-Neck,Cotton Blend,Classic,"Black sleeveless V-neck cardigan with front button closure, layered over shirts for polished look.",1830,Images/P557.jpg
P559,Women,Western Wear,Trousers,Navy Blue,Formal,"XS, S, M, L, XL",Solid,NA,NA,Cotton Blend,Formal,"Navy blue slim-fit formal trousers with flat front, button closure, tapered legs. Perfect for office wear.",2420,Images/P559.jpg
P560,Women,Clothing,Jumpsuit,Red,Casual,"XS, S, M, L, XL",Abstract Print,Sleeveless,Square Neck,Polyester Blend,Streetwear,"Vibrant printed jumpsuit with abstract swirl pattern in red, orange, black, grey. Tie-up shoulder straps, relaxed fit, full-length tapered legs.",950,Images/P560.jpg
P561,Women,Clothing,Top,White,Casual,"XS, S, M, L, XL",Solid,Short Sleeve,Round Neck,Cotton Blend,Casual Chic,"Relaxed-fit white top with flutter ruffle sleeves and tie-up detailing at sides, round neckline, minimalist feminine appeal.",2990,Images/P561.jpg
P562,Women,Clothing,Sweater,Black,Formal,"S, M, L, XL, XXL",Textured,Long Sleeve,Round Neck,Acrylic Blend,Classic,"Classic black cable-knit sweater with textured braided pattern, ribbed crew neckline, ribbed hem, relaxed regular fit.",2080,Images/P562.jpg
P563,Women,Clothing,Top,White,Party,"XS, S, M, L, XL",Polka Dot,Long Sleeve,V-Neck,Mesh and Polyester,Elegant,"Sophisticated white top with sheer mesh overlay and black polka dots, bishop sleeves, solid white camisole layered underneath, V-neckline, elasticated cuffs.",3900,Images/P563.jpg
P564,Women,Clothing,Trousers,Grey,Formal,"XS, S, M, L, XL",Solid,NA,NA,Cotton Blend,Smart Casual,"Grey paperbag-waist trousers with self-tie belt, button closure, pleated front, cropped straight-leg silhouette.",5640,Images/P564.jpg
P565,Women,Ethnic,Kurta Set,Green,Party and Wedding,"S, M, L, XL, XXL",Solid with Woven Border,Three-Quarter,Square,Art Silk,Traditional Indian,"Green art silk kurta set with button front, contrast patterned sleeve borders, matching churidar, gold-woven polka dot dupatta with tassels.",1660,Images/P565.jpg
P566,Women,Western,Top,Beige,Casual,"XS, S, M, L, XL/XXXL",Solid,Sleeveless,High Neck,Ribbed Knit,Contemporary,"Beige ribbed knit sleeveless mock-neck fitted top, clean minimalist silhouette, suitable for layering or standalone wear.",670,Images/P566.jpg
P567,Women,Western,Shrug,Orange,Casual,"S, M, L, XL/XXL",Striped,Three-Quarter,Open Front,Viscose,Bohemian,"Orange open-front kimono-style shrug with thin stripe detailing, asymmetric hemline, delicate lace trim along edges.",2670,Images/P567.jpg
P568,Women,Western,Cardigan,Black,Casual,"XS, S, M, L, XL",Solid,Long,Open Front,Cotton Blend,Relaxed Contemporary,"Black longline open-front cardigan with batwing sleeves, lightweight drape, ideal for layering over casual outfits.",1230,Images/P568.jpg
P569,Women,Ethnic,Co-ord Set,Blue,Party,"XS, S, M, L, XL/XXL",Geometric,Cap,Square,Cotton Blend,Indo-Western,"Blue geometric-print co-ord set with square-neck crop top, cap sleeves, high-waisted flared maxi skirt with silver metallic waist accent buttons.",3490,Images/P569.jpg
P570,Women,Bottomwear,Palazzo Pants,Multi,Formal,"XS, S, M, L, XL/XXL",Watercolor Print,N/A,N/A,Polyester Blend,High-waisted Pleated Wide-leg,"High-waisted pleated palazzo pants with vibrant watercolor print in purple, yellow, blue, green. Wide-leg silhouette with front pleats.",1120,Images/P570.jpg
P571,Women,Topwear,Sweatshirt,Brown,Casual,"S, M, L, XL/XXL",Graphic Print,Long Sleeves,Off-shoulder,Cotton Blend,Off-shoulder Relaxed Fit,"Brown off-shoulder sweatshirt with front graphic print reading ELEGANCIA Limited Edition. Ribbed cuffs and hem, relaxed trendy silhouette.",3850,Images/P571.jpg
P572,Women,Ethnic Wear,Kurta Set,Pink,Party and Wedding,"S, M, L, XL, XXL",Embroidered,Three-quarter Sleeves,Keyhole Neck,Cotton,A-line Kurta with Palazzo and Dupatta,Pink cotton kurta with navy blue palazzo pants and embroidered navy dupatta. Quilted yoke design with button detailing and three-quarter sleeves.,700,Images/P572.jpg
P573,Women,Bottomwear,Shorts,Pink,Casual,"XS, S, M, L, XL",Solid,N/A,N/A,Cotton,Paperbag Waist Tied Belt,"Pink cotton paperbag waist shorts with self-tie belt and cuffed hem, high-rise fit, relaxed comfortable silhouette for summer.",1170,Images/P573.jpg
P574,Women,Ethnic Wear,Maxi Dress,Peach,Party,"S, M, L, XL/XXXL",Mirror Work,Sleeveless,Spaghetti Strap,Georgette,Tiered Maxi with Dupatta,Peach georgette tiered maxi dress with spaghetti straps and mirror work embellishments on bodice. Matching flowy dupatta for fusion ethnic look.,2460,Images/P574.jpg
P575,Women,Western Wear,Embroidered Jacket,Peach,Casual,"S, M, L, XL",Floral,Full Sleeve,Round Neck,Silk Blend,Cropped Open Front,"Peach-toned cropped jacket with heavy floral embroidery, beadwork, sequin detailing along borders. Round neckline, front open design with gold trim.",1210,Images/P575.jpg
P576,Women,Ethnic Wear,Saree,Orange,Party and Wedding,Free Size,Geometric,N/A,N/A,Banarasi Silk,Traditional Zari Border,Orange Banarasi silk saree with intricate gold zari geometric and floral motifs. Heavy gold woven border and matching blouse piece with short sleeves.,2750,Images/P576.jpg
P577,Women,Western Wear,Cardigan,Maroon,Casual,"S, M, L, XL",Solid,Full Sleeve,Open Front,Viscose Blend,Longline Open Front,"Longline maroon knitted cardigan with textured ribbed placket along open front. Long sleeves with ribbed cuffs, relaxed comfortable fit.",1220,Images/P577.jpg
P578,Women,Western Wear,Co-ord Set,Grey,Casual,"XS, S, M, L",Text Print,Short Sleeve,Round Neck,Cotton Blend,Crop Top and Shorts,Grey heathered co-ord set with cropped t-shirt with bold WHY YES text print and matching high-waisted shorts with vertical text print.,3460,Images/P578.jpg
P579,Women,Western Wear,Crop Top,Sky Blue,Casual,"XS, S, M, L, XL",Solid,Sleeveless,Round Neck,Cotton Rib Knit,Twist Front Cropped,"Sky blue sleeveless ribbed crop top with twist-front knot detail at hem, round neckline, fitted silhouette with slight crop length.",2740,Images/P579.jpg
P580,Women,Ethnic Wear,Kurta Set with Dupatta,Yellow,Party and Wedding,"S, M, L, XL, XXL",Embroidered,Sleeveless,Round Neck,Cotton,Anarkali,Yellow sleeveless anarkali kurta set with matching embroidered dupatta and scalloped lace trim. Paired with golden churidar bottoms.,1700,Images/P580.jpg
P582,Women,Ethnic Wear,Kurta and Pant Set,Maroon,Party and Wedding,"S, M, L, XL, XXL",Printed,Half Sleeve,Mandarin Collar,Cotton,Straight,"Maroon printed straight-fit kurta with mandarin collar and wooden button placket, paired with matching printed tapered pants.",3930,Images/P582.jpg
P583,Women,Western Wear,Trousers,Brown,Formal,"XS, S, M, L, XL/XXXXL",Solid,NA,NA,Polyester Blend,High-Waisted Wide-Leg,Brown high-waisted wide-leg trousers with pleated front and button closure. Flattering straight silhouette for formal and office wear.,1550,Images/P583.jpg
P585,Women,Western Wear,Top,White,Formal,Not visible/XXXL,Heart Print,Cape Sleeves,Round Neck,Viscose Rayon,Peplum with Tie-Up Belt,"White peplum top featuring scattered black heart prints throughout. The top has flutter cape sleeves with slit detail and a self-tie belt at the waist, creating a flared silhouette below the waist.",2280,Images/P585.jpg
P586,Women,Ethnic Wear,Kurta,Cream,Party and Wedding,Not visible,Self Design,Three-Quarter Sleeves,Round Neck,Cotton Silk,A-Line Kurta with Dupatta,"Off-white/cream A-line kurta with subtle self-design embroidery, paired with a dark gold/mustard dupatta featuring polka dot motifs and striped border with tassels. Includes matching beige palazzo pants.",1570,Images/P586.jpg
P589,Women,Western Wear,Jeans,Grey,Casual,Not visible,Solid,Not applicable,Not applicable,Cotton Denim,High-Rise Skinny Jeans,"Grey washed skinny jeans with a high-rise waist and exposed multi-button fly closure (5 buttons). Features classic five-pocket styling with front pockets and belt loops, and a fitted silhouette through the legs.",4260,Images/P589.jpg
P590,Women,Western Wear,Top,Beige,Party,Not visible,Solid,Sleeveless,Cowl Neck,Satin,Draped Cowl Neck Camisole,Champagne/beige satin sleeveless top with a draped cowl neckline creating soft folds across the front. The top has a relaxed fit with a straight hemline and a luxurious sheen finish.,730,Images/P590.jpg
P591,Women,Western Wear,Jeans,Blue,Casual,Not visible/XXL,Acid Wash,Not applicable,Not applicable,Cotton Denim,Mid-Rise Skinny Jeans,Light blue acid wash skinny jeans with a mid-rise waist and button-fly closure. Classic five-pocket styling with a faded vintage wash effect throughout.,910,Images/P591.jpg
